x	Input	"GMW"	"GMW (Vectorized)"	"BMR"	"BMR (Vectorized)"	"GMW Improvement"	"BMR Improvement"
1	"len: 8"	3.126	1.49	6.483	4.017	2.097986577181208	1.6138909634055263
2	"len: 16"	5.661	2.154	11.478	6.203	2.628133704735376	1.8503949701757214
3	"len: 32"	10.729	3.48	21.47	10.559	3.083045977011494	2.0333364901979354
4	"len: 64"	20.866	6.154	41.453	19.304	3.39064023399415	2.1473787815996688
5	"len: 128"	41.139	11.482	81.419	36.769	3.582912384601986	2.214338165302293
6	"len: 256"	81.686	22.138	161.352	71.7	3.6898545487397234	2.2503765690376567
7	"len: 512"	162.779	43.45	321.217	141.561	3.7463521288837742	2.2691066042200885
8	"len: 1024"	0	86.074	0	281.284	0.0	0.0
9	"len: 4096"	0	0	0	1119.62	0	0.0
