x	Input	"GMW"	"GMW (Vectorized)"	"BMR"	"BMR (Vectorized)"	"GMW Improvement"	"BMR Improvement"
1	"N: 8"	4485	4262	3117	2894	1.0523228531206006	1.07705597788528
2	"N: 16"	8965	8478	6229	5742	1.0574427931115828	1.084813653779171
3	"N: 32"	17925	16910	12453	11438	1.0600236546422235	1.0887392900856794
4	"N: 64"	35845	33774	24901	22830	1.0613193580861018	1.0907139728427508
5	"N: 128"	71685	67502	49797	45614	1.0619685342656513	1.091704301311001
6	"N: 256"	143365	134958	99589	91182	1.062293454259844	1.0922002149547059
7	"N: 512"	286725	269870	199173	182318	1.0624559973320489	1.0924483594598449
8	"N: 1024"	573445	539694	398341	364590	1.0625372896493197	1.0925724786746758
9	"N: 4096"	0	0	0	1458222	0	0.0
