x	Input	"GMW"	"GMW (Vectorized)"	"BMR"	"BMR (Vectorized)"	"GMW Improvement"	"BMR Improvement"
1	"N: 8"	3280	2600	2120	1440	1.2615384615384615	1.4722222222222223
2	"N: 16"	6552	5080	4232	2760	1.2897637795275592	1.5333333333333334
3	"N: 32"	13096	10040	8456	5400	1.304382470119522	1.565925925925926
4	"N: 64"	26184	19960	16904	10680	1.3118236472945892	1.5827715355805243
5	"N: 128"	52360	39800	33800	21240	1.315577889447236	1.591337099811676
6	"N: 256"	104712	79480	67592	42360	1.3174635128334171	1.5956562795089708
7	"N: 512"	209416	158840	135176	84600	1.3184084613447495	1.597825059101655
8	"N: 1024"	418824	317560	270344	169080	1.3188814712180374	1.5989117577478116
9	"N: 4096"	0	1269880	0	675960	0.0	0.0
